Unnamed: 0.1,Unnamed: 0,id,tweet_text,Sentiment,Sentiment2,Sentiment3,majority_sentiment,cleaned_text,hashtags,users_mentioned,processed_text
613,613,19911,"Nach dem Beitrag der Jüngeren zum Schutz der Älteren in der Pandemie brauchen wir jetzt einen Beitrag von uns allen für die Jüngeren: Eine Politik, die endlich in Jahrzehnten denkt statt bis Ende der Legislatur. Bei den drei Ds:
Digitalisierung, Dekarbonisierung & Demographie!
8
7
134",3,3,3,3,nach dem beitrag der jüngeren zum schutz der älteren in der pandemie brauchen wir jetzt einen beitrag von uns allen für die jüngeren eine politik die endlich in jahrzehnten denkt statt bis ende der legislatur bei den drei ds digitalisierung dekarbonisierung demographie,[],[],beitrag jüngeren schutz älteren pandemie beitrag jüngeren politik endlich jahrzehnten denkt ende legislatur drei ds digitalisierung dekarbonisierung demographie
614,614,8445,"#läuft ist online: Heute mit dem #hamburgerjung 
@christophploss
 zu #mobilitätderzukunft • #klimaschutz • #technologien • #gendern uvm. 
@cducsubt
 @csu_bt
 

Watch now, es lohnt sich  
https://instagram.com/tv/CQVGOJFoJLF/?utm_medium=copy_link…
101
6
32",3,3,1,3,#läuft ist online heute mit dem #hamburgerjung zu #mobilitätderzukunft #klimaschutz #technologien #gendern uvm watch now es lohnt sich,"['#läuft', '#hamburgerjung', '#mobilitätderzukunft', '#klimaschutz', '#technologien', '#gendern']","['christophploss', 'cducsubt', 'csu_bt']",online uvm watch lohnt
615,615,45968,"bild.de
Öffentlich-Rechtliche geben Manipulation zu: MDR löscht BILD-Mikro aus der Sendung
Manipulation beim MDR. Der Sender hat ein BILD-Logo aus der Sendung retouchiert.
21
18
61",2,3,3,3,bild de öffentlich rechtliche geben manipulation zu mdr löscht bild mikro aus der sendung manipulation beim mdr der sender hat ein bild logo aus der sendung retouchiert,[],[],bild öffentlich rechtliche geben manipulation mdr löscht bild mikro sendung manipulation mdr sender bild logo sendung retouchiert
616,616,4825,"Presseinfo Ulrich #Lange: Mit Innovationen zur Klimaneutralität im Luftverkehr
cducsu.de
Mit Innovationen zur Klimaneutralität im Luftverkehr
Heute findet die Nationale Luftfahrtkonferenz 2021 statt. Dazu erklärt der für Verkehr zuständigen Stellvertretenden Vorsitzenden der CDU/CSU-Bundestagsfraktion, Ulrich Lange:
4
9",3,3,3,3,presseinfo ulrich #lange mit innovationen zur klimaneutralität im luftverkehr cducsu de mit innovationen zur klimaneutralität im luftverkehr heute findet die nationale luftfahrtkonferenz statt dazu erklärt der für verkehr zuständigen stellvertretenden vorsitzenden der cdu csu bundestagsfraktion ulrich lange,['#lange'],[],presseinfo ulrich innovationen klimaneutralität luftverkehr cducsu innovationen klimaneutralität luftverkehr findet nationale luftfahrtkonferenz erklärt verkehr zuständigen stellvertretenden vorsitzenden cdu csu bundestagsfraktion ulrich lange
617,617,8196,"Vielen Dank für die faire Reaktion, lieber 
@ArminLaschet
. Sie zeigt, dass es auch Dir um das Land geht. Allerdings hat die neue Bundesregierung ein Ressort für Digitales. Im gleichen Modell wie die NRW-Koalition, die wir beide verhandeln durften. CL
Armin Laschet
@ArminLaschet
 · 24. Nov. 2021
Glückwunsch an Ampel-Koalition vor allem zu Stil und Form der Verhandlungen. Vertraulichkeit ist eine wichtige Voraussetzung für Vertrauen. Das muss auch die Union wieder lernen. Schade, dass Chance auf Digitalisierungsministerium und Nationalen Sicherheitsrat vertan wurde.
180
90
2.422",1,1,1,1,vielen dank für die faire reaktion lieber sie zeigt dass es auch dir um das land geht allerdings hat die neue bundesregierung ein ressort für digitales im gleichen modell wie die nrw koalition die wir beide verhandeln durften cl armin laschet nov glückwunsch an ampel koalition vor allem zu stil und form der verhandlungen vertraulichkeit ist eine wichtige voraussetzung für vertrauen das muss auch die union wieder lernen schade dass chance auf digitalisierungsministerium und nationalen sicherheitsrat vertan wurde,[],"['arminlaschet', 'arminlaschet']",faire reaktion land allerdings bundesregierung ressort digitales gleichen modell nrw koalition beide verhandeln durften cl armin laschet nov ampel koalition stil form verhandlungen vertraulichkeit wichtige voraussetzung vertrauen union lernen schade chance digitalisierungsministerium nationalen sicherheitsrat vertan wurde
618,618,6953,"Wer saß gestern zufällig am Nebentisch?
Aline Rotter-Focken und Frank Stäbler mit ihren #Olympia Medaillen. 
Danke für die sportlichen Ratschläge. Beste Vorbereitung für die letzten Meter im Wahlkampf. Bronze  und Gold im Ringen. Respekt! Was für eine Leistung! #CemTrail2021
54
32
1.010",1,1,1,1,wer saß gestern zufällig am nebentisch aline rotter focken und frank stäbler mit ihren #olympia medaillen danke für die sportlichen ratschläge beste vorbereitung für die letzten meter im wahlkampf bronze und gold im ringen respekt was für eine leistung #cemtrail,"['#olympia', '#cemtrail2021']",[],saß gestern zufällig nebentisch aline rotter focken frank stäbler medaillen sportlichen ratschläge beste vorbereitung meter wahlkampf bronze gold ringen respekt leistung
619,619,45687,"Ist denn schon wieder #csd-Aktionismus?
FAZ Politik
@FAZ_Politik
 · 29. Juli 2021
Zwölf fürs Wochenende in Berlin geplante #Corona-Demos müssen ausfallen. Die Polizei hat die Veranstaltungen mit teilweise mehreren Tausend Teilnehmern verboten, weil Hygienemaßnahmen fast ausnahmslos missachtet würden. http://faz.net/aktuell/politik/inland/berliner-polizei-verbietet-zwoelf-corona-demonstrationen-17460846.html…
32
31
129",2,2,3,2,ist denn schon wieder #csd aktionismus faz politik juli zwölf fürs wochenende in berlin geplante #corona demos müssen ausfallen die polizei hat die veranstaltungen mit teilweise mehreren tausend teilnehmern verboten weil hygienemaßnahmen fast ausnahmslos missachtet würden,"['#csd', '#corona']",['faz_politik'],aktionismus faz politik juli zwölf fürs wochenende berlin geplante demos ausfallen polizei veranstaltungen teilweise mehreren tausend teilnehmern verboten hygienemaßnahmen fast ausnahmslos missachtet
620,620,16191,"Ach deshalb müssen sich unsere Schüler testen lassen. SPD-Lobby kassiert mit !

#Vergabe-Affäre: Größter staatlicher Klinikkonzern Vivantes bestellte Millionen Corona-Tests für Schulen bei der Mini-Firma eines Rüstungslobbyisten
businessinsider.de
Vergabe-Affäre: Größter staatlicher Klinikkonzern Vivantes bestellte Millionen Corona-Tests für...
Im Frühjahr vergab der Berliner Klinikkonzern Vivantes einen Millionen-Auftrag ohne Ausschreibung. Der seltsame Deal hat ein Nachspiel.
2
20
42",2,4,2,2,ach deshalb müssen sich unsere schüler testen lassen spd lobby kassiert mit #vergabe affäre größter staatlicher klinikkonzern vivantes bestellte millionen corona tests für schulen bei der mini firma eines rüstungslobbyisten businessinsider de vergabe affäre größter staatlicher klinikkonzern vivantes bestellte millionen corona tests für im frühjahr vergab der berliner klinikkonzern vivantes einen millionen auftrag ohne ausschreibung der seltsame deal hat ein nachspiel,['#vergabe'],[],ach deshalb schüler testen lassen spd lobby kassiert affäre größter staatlicher klinikkonzern vivantes bestellte millionen corona tests schulen mini firma rüstungslobbyisten businessinsider vergabe affäre größter staatlicher klinikkonzern vivantes bestellte millionen corona tests frühjahr vergab berliner klinikkonzern vivantes millionen auftrag ausschreibung seltsame deal nachspiel
621,621,17134,"Die einen sprechen über Kandidaten, wir sprechen über die Zukunft: Morgen Abend, 20 Uhr, spreche ich mit 
@OlafScholz
 und 
@CPetryMdB
 live auf Facebook über ein starkes und gerechtes Saarland, Deutschland und Europa: https://facebook.com/heiko.maas.98 #Zukunftsgespräche
51
25
129",3,3,1,3,die einen sprechen über kandidaten wir sprechen über die zukunft morgen abend uhr spreche ich mit und live auf facebook über ein starkes und gerechtes saarland deutschland und europa #zukunftsgespräche,['#zukunftsgespräche'],"['olafscholz', 'cpetrymdb']",sprechen kandidaten sprechen zukunft abend spreche facebook starkes gerechtes saarland deutschland europa
622,622,34519,"Wir werden nur Volkspartei bleiben, wenn der Vorsitzende der 
@cdu
 den unbedingten Willen hat, um die junge Generation zu kämpfen! #JUPitch #jetztabervoran
4
3
80",3,3,3,3,wir werden nur volkspartei bleiben wenn der vorsitzende der den unbedingten willen hat um die junge generation zu kämpfen #jupitch #jetztabervoran,"['#jupitch', '#jetztabervoran']",['cdu'],volkspartei bleiben vorsitzende unbedingten willen junge generation kämpfen
623,623,7863,"Regionale #Lockerungen sind abgestuft schon jetzt möglich. Mit klaren Wenn-Dann-Bestimmungen schaffen wir durchhaltbare Szenarien, Anreize sich an Regeln zu halten und klare Perspektiven für ALLE. CL
Münchner Merkur
@MerkurStadt
 · 4. Feb. 2021
Sinkende #Corona-Inzidenzen: FDP-Chef @c_lindner spricht sich im Interview mit @mikeschier und @CDeutschlaender für regionale Lockerungen aus. Beim Thema „Leben mit dem Virus“ ist er ganz anderer Meinung als CSU-Chef Markus Söder. https://merkur.de/politik/christian-lindner-fdp-markus-soeder-corona-lockdown-oeffnungen-merkel-impfung-rechte-zr-90191205.html?utm_source=pushwoosh&utm_medium=push&utm_campaign=webpush…
90
28
240",1,3,3,3,regionale #lockerungen sind abgestuft schon jetzt möglich mit klaren wenn dann bestimmungen schaffen wir durchhaltbare szenarien anreize sich an regeln zu halten und klare perspektiven für alle cl münchner merkur feb sinkende #corona inzidenzen fdp chef spricht sich im interview mit und für regionale lockerungen aus beim thema leben mit dem virus ist er ganz anderer meinung als csu chef markus söder,"['#lockerungen', '#corona']","['merkurstadt', 'c_lindner', 'mikeschier', 'cdeutschlaender']",regionale abgestuft möglich klaren bestimmungen schaffen durchhaltbare szenarien anreize regeln halten klare perspektiven cl münchner merkur feb sinkende inzidenzen fdp chef spricht interview regionale lockerungen thema virus meinung csu chef markus söder
624,624,43577,"Unser Kanzlerkandidat 
@OlafScholz
 im Interview mit dem 
@DLF
 Deutschlandfunk
@DLF
 · 10. Mai
Seine Partei habe als Co-Partner in der Großen Koalition viel hinbekommen und vieles auch besser gemacht. „Aber die wichtigsten Zukunftsweichenstellungen, die kann man nur hinkriegen, wenn man tatsächlich die Regierung führt“, sagte @OlafScholz im Dlf. https://deutschlandfunk.de/spd-kanzlerkandidat-scholz-was-die-deutschen-brauchen-ist.694.de.html?dram:article_id=496976…
Diesen Thread anzeigen
1
5
24",1,3,1,1,unser kanzlerkandidat im interview mit dem deutschlandfunk mai seine partei habe als co partner in der großen koalition viel hinbekommen und vieles auch besser gemacht aber die wichtigsten zukunftsweichenstellungen die kann man nur hinkriegen wenn man tatsächlich die regierung führt sagte im dlf diesen thread anzeigen,[],"['olafscholz', 'dlf', 'dlf', 'olafscholz']",kanzlerkandidat interview deutschlandfunk mai partei partner großen koalition hinbekommen vieles besser gemacht wichtigsten zukunftsweichenstellungen hinkriegen tatsächlich regierung führt sagte dlf
625,625,11824,"Heute vor 95 Jahren wurde Erhard #Eppler geboren. Ich hatte die Ehre, ihn als herausragenden Denker, kritischen Sozialdemokraten und warmherzigen Menschen zu kennen. Er fehlt, aber seine Stimme für nachhaltige Entwicklung, für Gerechtigkeit und damit für den Frieden wird bleiben.
19
21
247",1,4,1,1,heute vor jahren wurde erhard #eppler geboren ich hatte die ehre ihn als herausragenden denker kritischen sozialdemokraten und warmherzigen menschen zu kennen er fehlt aber seine stimme für nachhaltige entwicklung für gerechtigkeit und damit für den frieden wird bleiben,['#eppler'],[],wurde erhard geboren ehre herausragenden denker kritischen sozialdemokraten warmherzigen menschen kennen fehlt stimme nachhaltige entwicklung gerechtigkeit frieden bleiben
626,626,30363,"Wer einen zweiten Impftermin hat, der soll ihn auch wahrnehmen! Wenn nicht um der eigenen Gesundheit willen, dann wenigstens um andere zu schützen. Ganz oder gar nicht gilt auch beim Impfen!
92
27
467",3,3,3,3,wer einen zweiten impftermin hat der soll ihn auch wahrnehmen wenn nicht um der eigenen gesundheit willen dann wenigstens um andere zu schützen ganz oder gar nicht gilt auch beim impfen,[],[],zweiten impftermin wahrnehmen eigenen gesundheit willen wenigstens schützen gar gilt impfen
627,627,31998,"Wahre Worte der Kanzlerin. #btw2021
Nora Zabel
@norazabel
 · 21. Aug. 2021
Eine Union. @ArminLaschet  Angela Merkel.
1:07
12.155 Mal angezeigt
1
15",3,1,1,1,wahre worte der kanzlerin #btw nora zabel aug eine union angela merkel mal angezeigt,['#btw2021'],"['norazabel', 'arminlaschet']",wahre worte kanzlerin nora zabel union angela merkel
628,628,30702,"Auch 
@TheEconomist
 sagt praktisch: Wie es ist, darf es nicht bleiben. Nie gab es mehr zu tun. Und gelb ist die Visualisierung auch noch. #vielzutun 
https://economist.com/leaders/2021/09/25/the-mess-merkel-leaves-behind…
The mess Merkel leaves behind from TheEconomist
economist.com
The mess Merkel leaves behind
The successor to Germany’s much-admired chancellor will face big unresolved problems
10
11
116",4,3,3,3,auch sagt praktisch wie es ist darf es nicht bleiben nie gab es mehr zu tun und gelb ist die visualisierung auch noch #vielzutun the mess merkel leaves behind from theeconomist economist com the mess merkel leaves behind the successor to germany s much admired chancellor will face big unresolved problems,['#vielzutun'],['theeconomist'],praktisch bleiben nie gab gelb visualisierung mess merkel leaves behind theeconomist economist mess merkel leaves behind successor germany much admired chancellor face big unresolved problems
629,629,46624,"Der Krieg in #Afghanistan war ein einziges Debakel.  Meine Kolumne im #Focus über das vorhersehbare Scheitern westlicher Interventionspolitik, die Fehler der #Bundesregierung und was daraus zu lernen wäre:
focus.de
Den wahren Grund für das Scheitern in Afghanistan will die Bundesregierung gar nicht wissen
Ein sinnloser Krieg hat ein schmähliches Ende gefunden – und ein womöglich blutiges obendrein. Aus dem beschlossenen Abzug wurde ein kopfloses Davonrennen und die Zurückgebliebenen sind schutzlos der...
98
154
852",2,2,2,2,der krieg in #afghanistan war ein einziges debakel meine kolumne im #focus über das vorhersehbare scheitern westlicher interventionspolitik die fehler der #bundesregierung und was daraus zu lernen wäre focus de den wahren grund für das scheitern in afghanistan will die bundesregierung gar nicht wissen ein sinnloser krieg hat ein schmähliches ende gefunden und ein womöglich blutiges obendrein aus dem beschlossenen abzug wurde ein kopfloses davonrennen und die zurückgebliebenen sind schutzlos der,"['#afghanistan', '#focus', '#bundesregierung']",[],krieg einziges debakel kolumne vorhersehbare scheitern westlicher interventionspolitik fehler daraus lernen wäre focus wahren grund scheitern afghanistan bundesregierung gar wissen sinnloser krieg schmähliches ende gefunden womöglich blutiges obendrein beschlossenen abzug wurde kopfloses davonrennen zurückgebliebenen schutzlos
630,630,8051,"Der #Staatstrojaner bereitet heute einen schwarzen Tag für die Bürgerrechte und IT-Sicherheit. Das Gesetz vermischt die Befugnisse der Strafverfolgung. Die #SPD muss heute bei der namentlichen Abstimmung Farbe bekennen. CL
82
194
1.648",2,2,2,2,der #staatstrojaner bereitet heute einen schwarzen tag für die bürgerrechte und it sicherheit das gesetz vermischt die befugnisse der strafverfolgung die #spd muss heute bei der namentlichen abstimmung farbe bekennen cl,"['#staatstrojaner', '#spd']",[],bereitet schwarzen bürgerrechte sicherheit gesetz vermischt befugnisse strafverfolgung namentlichen abstimmung farbe bekennen cl
632,632,22873,"Einstufung ist richtig. Sie wird aber nur helfen, wenn die Reiserückkehrer auch überprüft werden. Zumindest wird sie jetzt dazu führen, dass weniger Touristen diese Gebiete bereisen. Dazu wird die Impfbereitschaft steigen. Jeder versteht Vorteil Impfung
spiegel.de
Corona: Spanien und Niederlande als Hochinzidenzgebiete eingestuft
Bisher galten Spanien und die Niederlande als Risikogebiete. Nun werden beide Länder zu Corona-Hochinzidenzgebieten erklärt. Damit ändern sich die Regeln für Reiserückkehrer.
222
100
1.184",3,3,3,3,einstufung ist richtig sie wird aber nur helfen wenn die reiserückkehrer auch überprüft werden zumindest wird sie jetzt dazu führen dass weniger touristen diese gebiete bereisen dazu wird die impfbereitschaft steigen jeder versteht vorteil impfung spiegel de corona spanien und niederlande als hochinzidenzgebiete eingestuft bisher galten spanien und die niederlande als risikogebiete nun werden beide länder zu corona hochinzidenzgebieten erklärt damit ändern sich die regeln für reiserückkehrer,[],[],einstufung richtig helfen reiserückkehrer überprüft zumindest führen weniger touristen gebiete bereisen impfbereitschaft steigen versteht vorteil impfung spiegel corona spanien niederlande hochinzidenzgebiete eingestuft bisher galten spanien niederlande risikogebiete beide länder corona hochinzidenzgebieten erklärt ändern regeln reiserückkehrer
633,633,38440,"Union zerlegt sich auf offener Bühne.
Wenige haben offenbar verstanden, dass Angela Merkel wirklich weg ist, man tatsächlich verloren hat, dass Land nicht der Union gehört.
Söder zieht seine Sadonummer gegen den Unglücksraben Laschet eiskalt durch.
Oppositionsbedürftigkeit q.e.d.
23
10
72",2,2,2,2,union zerlegt sich auf offener bühne wenige haben offenbar verstanden dass angela merkel wirklich weg ist man tatsächlich verloren hat dass land nicht der union gehört söder zieht seine sadonummer gegen den unglücksraben laschet eiskalt durch oppositionsbedürftigkeit q e d,[],[],union zerlegt offener bühne wenige offenbar verstanden angela merkel wirklich tatsächlich verloren land union gehört söder zieht sadonummer unglücksraben laschet eiskalt oppositionsbedürftigkeit q e
634,634,35933,"From 
@RichardGrenell
 to 
@HeikoMaas
 ""No, this is not a #ceasefire , but it is just a break because #Hamas  has run out of rockets!"" - delivered by #Iran, payed by the #EU

#Israel 
@IsraelinGermany
 #IsraelUnderAttack #afd 
@inJAfD
Richard Grenell
@RichardGrenell
 · 21. Mai 2021
This isn’t a ceasefire. Hamas is just running out of their rocket stockpile.
4
15
36",3,3,2,3,from to no this is not a #ceasefire but it is just a break because #hamas has run out of rockets delivered by #iran payed by the #eu #israel #israelunderattack #afd richard grenell mai this isn t a ceasefire hamas is just running out of their rocket stockpile,"['#ceasefire', '#hamas', '#iran', '#eu', '#israel', '#israelunderattack', '#afd']","['richardgrenell', 'heikomaas', 'israelingermany', 'injafd', 'richardgrenell']",break run rockets delivered payed richard grenell mai ceasefire hamas running rocket stockpile
635,635,32437,"Joint statement of 
@coe
 Secretary General 
@MarijaPBuric
, 
@PACE_President
 and me on #Navalny and protests in #Russia. 
Council of Europe
@coe
 · 4. Feb. 2021
“We call on Russian authorities to fully investigate all reported abusive actions against peaceful protesters & journalists, & to bring those responsible to justice, in order to live up to Russia’s obligations as a Council of Europe member” - #CoE leaders

https://coe.int/en/web/portal/-/aleksey-navalnyy-council-of-europe-leaders-urge-russia-to-respect-its-human-rights-obligations…
6
15
37",4,3,3,3,joint statement of secretary general and me on #navalny and protests in #russia council of europe feb we call on russian authorities to fully investigate all reported abusive actions against peaceful protesters journalists to bring those responsible to justice in order to live up to russia s obligations as a council of europe member #coe leaders,"['#navalny', '#russia', '#coe']","['coe', 'marijapburic', 'pace_president', 'coe']",joint statement secretary general protests council europe feb call russian authorities fully investigate reported abusive actions peaceful protesters journalists bring responsible justice order russia obligations council europe member leaders
636,636,26254,"Video meiner heutigen Rede zum Bericht des 1.  Untersuchungsausschusses des 19. Wahlperiode #UA1BT zum Terroranschlag auf dem #Breitscheidplatz https://dbtg.tv/cvid/7530635
2
8
47",2,3,2,2,video meiner heutigen rede zum bericht des untersuchungsausschusses des wahlperiode #ua bt zum terroranschlag auf dem #breitscheidplatz,"['#ua1bt', '#breitscheidplatz']",[],video heutigen rede bericht untersuchungsausschusses wahlperiode bt terroranschlag
637,637,35365,"Ein Jahr nach dem widerlichen rechtsextremen Anschlag von #Hanau sind wir in Gedanken bei den Opfern dieser schrecklichen Tat. Unser Mitgefühl gilt den Familien und Angehörigen der zehn Menschen, die am 19. Februar 2020 aus rassistischen Motiven und blindem Hass ermordet wurden.
11
12
72",2,2,4,2,ein jahr nach dem widerlichen rechtsextremen anschlag von #hanau sind wir in gedanken bei den opfern dieser schrecklichen tat unser mitgefühl gilt den familien und angehörigen der zehn menschen die am februar aus rassistischen motiven und blindem hass ermordet wurden,['#hanau'],[],jahr widerlichen rechtsextremen anschlag gedanken opfern schrecklichen tat mitgefühl gilt familien angehörigen zehn menschen februar rassistischen motiven blindem hass ermordet wurden
638,638,19334,"Seien wir ehrlich, wir hätten uns ein besseres Ergebnis gewünscht, aber das Wichtige ist: Wir haben uns etabliert, wir haben eine Kernwählerschaft, wir sind gekommen, um zu bleiben.

Danke an alle Wähler und vor allem auch an alle fleißigen Wahlkampfhelfer! 
64
148
1.078",1,4,1,1,seien wir ehrlich wir hätten uns ein besseres ergebnis gewünscht aber das wichtige ist wir haben uns etabliert wir haben eine kernwählerschaft wir sind gekommen um zu bleiben danke an alle wähler und vor allem auch an alle fleißigen wahlkampfhelfer,[],[],seien ehrlich hätten besseres ergebnis gewünscht wichtige etabliert kernwählerschaft gekommen bleiben wähler fleißigen wahlkampfhelfer
639,639,11310,"Fernseh-Tipp! 
Anja Schaluschke
@ASchaluschke
 · 7. März 2021
Tipp: Heute, 13 Uhr, bei @phoenix_de Thema: Soziale Medien, u.a. mit Staatsministerin @dorobaer aus dem @mfk_berlin https://phoenix.de/sendungen/gespraeche/forum-demokratie/die-demokratie-im-privaten--wie-politisch-ist-die-welt-der-social-media-a-2070355.html…
2
4
19",3,1,1,1,fernseh tipp anja schaluschke märz tipp heute uhr bei thema soziale medien u a mit staatsministerin aus dem,[],"['aschaluschke', 'phoenix_de', 'dorobaer', 'mfk_berlin']",fernseh tipp anja schaluschke tipp thema soziale medien u staatsministerin
640,640,17669,"Deutschlands jüngster Bürgermeister kommt aus dem Kreis Gifhorn | Gifhorn | Braunschweiger Zeitung
gifhorner-rundschau.de
Deutschlands jüngster Bürgermeister kommt aus dem Kreis Gifhorn
Bisher war der inoffizielle Titel vor allem nach Süddeutschland gegangen. Nun erhält ihn der 25-jährige Henning Evers aus Hankensbüttel.
8
87",3,3,3,3,deutschlands jüngster bürgermeister kommt aus dem kreis gifhorn gifhorn braunschweiger zeitung gifhorner rundschau de deutschlands jüngster bürgermeister kommt aus dem kreis gifhorn bisher war der inoffizielle titel vor allem nach süddeutschland gegangen nun erhält ihn der jährige henning evers aus hankensbüttel,[],[],deutschlands jüngster bürgermeister kreis gifhorn gifhorn braunschweiger zeitung gifhorner rundschau deutschlands jüngster bürgermeister kreis gifhorn bisher inoffizielle titel süddeutschland gegangen erhält jährige henning evers hankensbüttel
641,641,34597,"Die #RöttgenRallye ging am Nachmittag weiter bei der FU Niedersachsen. Wir dürfen es als Partei nicht dem Zufall überlassen, ob Frauen zu uns kommen & auch bleiben. Wir müssen gezielt um sie & ihr Engagement bei uns werben, indem wir Angebote schaffen, die zum Mitmachen einladen.
11
4
76",3,3,3,3,die #röttgenrallye ging am nachmittag weiter bei der fu niedersachsen wir dürfen es als partei nicht dem zufall überlassen ob frauen zu uns kommen auch bleiben wir müssen gezielt um sie ihr engagement bei uns werben indem wir angebote schaffen die zum mitmachen einladen,['#röttgenrallye'],[],ging nachmittag fu niedersachsen dürfen partei zufall überlassen frauen kommen bleiben gezielt engagement werben angebote schaffen mitmachen einladen
642,642,40323,"Interessant auch bzgl Volljähriger Kinder! #Ortskraft gewinnt gegen 
@HeikoMaas
 @AuswaertigesAmt
 #Afghanistan #GIZ
Hasso Suliak
@HassoSuliak
 · 25. Aug. 2021
„Ermessen des @AuswaertigesAmt auf Null reduziert“: #Afghanistan #Taliban #Ortskraefte 

https://lto.de/recht/nachrichten/n/vg-berlin-vg10l28521-afghanistan-ortskraft-kernfamilie-anspruch-visum-aufenthalt-taliban/…
Diesen Thread anzeigen
2
24",3,3,3,3,interessant auch bzgl volljähriger kinder #ortskraft gewinnt gegen #afghanistan #giz hasso suliak aug ermessen des auf null reduziert #afghanistan #taliban #ortskraefte diesen thread anzeigen,"['#ortskraft', '#afghanistan', '#giz', '#afghanistan', '#taliban', '#ortskraefte']","['heikomaas', 'auswaertigesamt', 'hassosuliak', 'auswaertigesamt']",interessant bzgl volljähriger kinder gewinnt hasso suliak ermessen null reduziert
643,643,38077,"Am Nachmittag folgt die 16.Station meiner #StegnerTourBundestag21 mit dem roten Wahlkampfbus durch alle Gemeinden+Städte im Wahlkreis Pinneberg in Schenefeld.
Da verteile ich Flyer im Einkaufszentrum und nehme an einer Veranstaltung des SPD Ortsvereins im Jugendzentrum JUKS teil.
12
1
5",3,3,3,3,am nachmittag folgt die station meiner #stegnertourbundestag mit dem roten wahlkampfbus durch alle gemeinden städte im wahlkreis pinneberg in schenefeld da verteile ich flyer im einkaufszentrum und nehme an einer veranstaltung des spd ortsvereins im jugendzentrum juks teil,['#stegnertourbundestag21'],[],nachmittag folgt station roten wahlkampfbus gemeinden städte wahlkreis pinneberg schenefeld verteile flyer einkaufszentrum nehme veranstaltung spd ortsvereins jugendzentrum juks teil
644,644,38219,"462
175
348",3,3,3,3,,[],[],
646,646,21373,"#Lesetipp 
Gestern in der Sonntags- 
@faznet
 
#Bücher #Lesen
5
2
11",3,1,3,3,#lesetipp gestern in der sonntags #bücher #lesen,"['#lesetipp', '#bücher', '#lesen']",['faznet'],gestern sonntags
647,647,37906,"Station 2 der #StegnerTourBundestag21 wird dann am Nachmittag Bokel sein.
Ich freue mich auf viele Gespräche mit Bürgerinnen und Bürgern über unser gutes Zukunftsprogramm und unseren Kanzlerkandidaten 
@OlafScholz
 und:
Gemeinsam mit vielen Parteifreunden aus den SPD Ortsvereinen!
12
3
5",1,1,1,1,station der #stegnertourbundestag wird dann am nachmittag bokel sein ich freue mich auf viele gespräche mit bürgerinnen und bürgern über unser gutes zukunftsprogramm und unseren kanzlerkandidaten und gemeinsam mit vielen parteifreunden aus den spd ortsvereinen,['#stegnertourbundestag21'],['olafscholz'],station nachmittag bokel gespräche bürgerinnen bürgern gutes zukunftsprogramm kanzlerkandidaten gemeinsam parteifreunden spd ortsvereinen
648,648,601,"Eine Kleine Anfrage von #AfD-MdB 
@Rene_Springer
 enthüllt: Knapp 1 Mio. Asylbewerber beziehen mittlerweile #Grundsicherung. Jedem arbeitenden Asylbewerber stehen zwei Arbeitslose gegenüber. Ein unhaltbarer Zustand, der schnellstmöglich beendet werden muss!
afdbundestag.de
Springer: Asylbewerber wandern überwiegend in Sozialsysteme ein – Armutsmigration muss gestoppt...
Berlin, 7. Juli 2021. Wie die JUNGE FREIHEIT unter Bezugnahme auf eine Kleine Anfrage der AfD-Bundestagsfraktion berichtet (https://jungefreiheit.de/politik/deutschland/2021/jedem-asylbewerber-arbe...
22
61
200",2,2,2,2,eine kleine anfrage von #afd mdb enthüllt knapp mio asylbewerber beziehen mittlerweile #grundsicherung jedem arbeitenden asylbewerber stehen zwei arbeitslose gegenüber ein unhaltbarer zustand der schnellstmöglich beendet werden muss afdbundestag de springer asylbewerber wandern überwiegend in sozialsysteme ein armutsmigration muss gestoppt berlin juli wie die junge freiheit unter bezugnahme auf eine kleine anfrage der afd bundestagsfraktion berichtet,"['#afd', '#grundsicherung']",['rene_springer'],kleine anfrage mdb enthüllt knapp mio asylbewerber beziehen mittlerweile arbeitenden asylbewerber stehen zwei arbeitslose gegenüber unhaltbarer zustand schnellstmöglich beendet afdbundestag springer asylbewerber wandern überwiegend sozialsysteme armutsmigration gestoppt berlin juli junge freiheit bezugnahme kleine anfrage afd bundestagsfraktion berichtet
649,649,37658,"Heute Home Office mit diversen Gesprächsterminen.
So allmählich geht auch der Bundestag in die Schlußrunde vor dem Sommer und dem anstehenden Bundestagswahlkampf.
5
3",3,3,3,3,heute home office mit diversen gesprächsterminen so allmählich geht auch der bundestag in die schlußrunde vor dem sommer und dem anstehenden bundestagswahlkampf,[],[],home office diversen gesprächsterminen allmählich bundestag schlußrunde sommer anstehenden bundestagswahlkampf
